Format=7,10908,,,Left Skank,,,,,,,,,,,14140,,,Right Shank,,,,,,,,,,,15955,,,Left Thigh,,,,,,,,,,,15985,,,Right Thigh,,,,,,,,,,,16169,,,Waist,,,,,,,,,,
Time,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,
,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z
1763460139381416,-7.063316,0.623467,-6.499109,-0.008623,-0.001981,-0.004273,,,,4636921958842236900.000000,0.045822,0.914364,0.021107,-0.401737,-7.718634,1.648770,-5.529953,-0.001068,0.004651,0.001758,,,,4636916697507299300.000000,0.128125,0.885365,0.069136,-0.441511,-3.303478,2.373737,8.840138,-0.000654,0.000000,0.005341,,,,4636915516391292900.000000,0.976860,0.126106,0.171990,-0.016173,-3.469188,-1.540419,8.747747,0.001068,-0.003004,0.003639,,,,4636915945888022500.000000,0.978624,-0.092154,0.182168,0.024839,-9.447480,0.635310,-0.976592,-0.033044,0.037121,0.003227,,,,4636918952365129700.000000,0.125666,0.738073,0.100183,-0.655301
1763460139389228,-7.071963,0.604712,-6.513095,-0.007477,-0.004273,-0.003777,,,,4636921958842236900.000000,0.045834,0.914361,0.021130,-0.401742,-7.735166,1.651552,-5.537834,-0.001068,0.004962,0.001447,,,,4636916628196399100.000000,0.128135,0.885370,0.069144,-0.441498,-3.319639,2.334366,8.872031,0.000827,0.000000,0.004927,,,,4636915516391292900.000000,0.976859,0.126115,0.171989,-0.016161,-3.457372,-1.557586,8.781692,0.000434,-0.002770,0.003838,,,,4636915945888022500.000000,0.978625,-0.092152,0.182166,0.024853,-9.436456,0.598561,-1.061114,-0.026773,0.036329,0.006374,,,,4636918952365129700.000000,0.125743,0.738170,0.100273,-0.655164
1763460139397040,-7.121681,0.609478,-6.512204,-0.005992,-0.003778,-0.001719,,,,4636922008605697000.000000,0.045843,0.914359,0.021145,-0.401745,-7.731615,1.644449,-5.565798,-0.001068,0.004651,0.000379,,,,4636916590133116900.000000,0.128142,0.885374,0.069156,-0.441486,-3.361763,2.333588,8.872809,0.002550,0.000414,0.004273,,,,4636915516391292900.000000,0.976857,0.126131,0.171990,-0.016154,-3.435243,-1.584283,8.808783,0.000000,-0.004472,0.004273,,,,4636916073340750800.000000,0.978626,-0.092150,0.182157,0.024870,-9.460468,0.561944,-1.086190,-0.022478,0.033148,0.009578,,,,4636918952365129700.000000,0.125816,0.738262,0.100341,-0.655035
1763460139404852,-7.113047,0.633891,-6.513097,-0.003283,-0.001720,0.000495,,,,4636922066216419300.000000,0.045845,0.914361,0.021147,-0.401740,-7.735165,1.627913,-5.555147,-0.001758,0.003583,0.000000,,,,4636916590133116900.000000,0.128152,0.885376,0.069170,-0.441478,-3.345611,2.365482,8.836188,0.003618,0.000655,0.003859,,,,4636915557963915300.000000,0.976854,0.126151,0.171991,-0.016148,-3.430280,-1.606413,8.813745,-0.001268,-0.004707,0.003005,,,,4636916160636387300.000000,0.978627,-0.092155,0.182147,0.024883,-9.472811,0.561541,-1.110605,-0.019262,0.019380,0.007501,,,,4636918952365129700.000000,0.125881,0.738320,0.100399,-0.654948
1763460139412664,-7.091608,0.658306,-6.500889,-0.004116,-0.000990,0.000573,,,,4636922066216419300.000000,0.045851,0.914364,0.021151,-0.401733,-7.763130,1.655100,-5.581555,-0.000068,0.002515,0.001379,,,,4636916590133116900.000000,0.128158,0.885377,0.069176,-0.441473,-3.308206,2.389894,8.813745,0.004686,0.000827,0.004031,,,,4636915623765475300.000000,0.976851,0.126175,0.171993,-0.016142,-3.466490,-1.596893,8.813745,-0.002136,-0.004273,0.002136,,,,4636916160636387300.000000,0.978628,-0.092163,0.182138,0.024893,-9.436726,0.573614,-1.098801,-0.011832,-0.000845,0.006421,,,,4636918952365129700.000000,0.125929,0.738330,0.100432,-0.654923
1763460139420476,-7.099053,0.660095,-6.499995,-0.008389,-0.002631,-0.000990,,,,4636922066216419300.000000,0.045870,0.914363,0.021166,-0.401731,-7.768238,1.640903,-5.579565,0.000379,0.001447,0.002136,,,,4636916590133116900.000000,0.128165,0.885376,0.069177,-0.441472,-3.312931,2.400134,8.823195,0.006168,0.002136,0.004927,,,,4636915623765475300.000000,0.976846,0.126205,0.172000,-0.016133,-3.469591,-1.615931,8.813745,-0.000869,-0.005540,0.002136,,,,4636916160636387300.000000,0.978630,-0.092167,0.182124,0.024902,-9.400108,0.561676,-1.038309,-0.002243,-0.011631,0.003240,,,,4636918952365129700.000000,0.125946,0.738315,0.100445,-0.654935
1763460139428288,-7.103812,0.635682,-6.517856,-0.010681,-0.003699,-0.002136,,,,4636922016474078200.000000,0.045895,0.914360,0.021189,-0.401733,-7.724522,1.599953,-5.542944,-0.000689,0.000379,0.000758,,,,4636916590133116900.000000,0.128173,0.885373,0.069185,-0.441474,-3.325143,2.392651,8.852348,0.006236,0.001309,0.004273,,,,4636915623765475300.000000,0.976841,0.126236,0.172004,-0.016128,-3.454695,-1.628550,8.792019,0.000000,-0.005142,0.001503,,,,4636916033238631400.000000,0.978632,-0.092167,0.182112,0.024908,-9.375561,0.573610,-1.085909,-0.001080,-0.013862,0.002148,,,,4636918952365129700.000000,0.125958,0.738295,0.100456,-0.654954
1763460139436100,-7.122569,0.616925,-6.530961,-0.009692,-0.004273,-0.002136,,,,4636921958842236900.000000,0.045917,0.914357,0.021210,-0.401738,-7.679243,1.594839,-5.545706,-0.000379,0.000000,-0.000689,,,,4636916590133116900.000000,0.128177,0.885369,0.069197,-0.441479,-3.342095,2.392651,8.879519,0.002615,0.000000,0.004687,,,,4636915623765475300.000000,0.976840,0.126252,0.172003,-0.016118,-3.440212,-1.616343,8.777122,0.000000,-0.003005,0.001702,,,,4636915945888022500.000000,0.978632,-0.092168,0.182108,0.024915,-9.423565,0.585818,-1.026109,-0.003180,-0.007549,0.003192,,,,4636918952365129700.000000,0.125976,0.738290,0.100473,-0.654953
1763460139443912,-7.117821,0.616021,-6.536612,-0.007556,-0.004273,-0.001642,,,,4636921958842236900.000000,0.045931,0.914354,0.021227,-0.401742,-7.666249,1.591294,-5.546493,0.000689,0.000000,-0.000379,,,,4636916590133116900.000000,0.128179,0.885366,0.069207,-0.441484,-3.357036,2.387916,8.882254,0.000000,-0.001243,0.004098,,,,4636915665417475100.000000,0.976840,0.126258,0.171997,-0.016110,-3.423041,-1.618617,8.762644,0.000000,-0.001503,0.000869,,,,4636915945888022500.000000,0.978632,-0.092170,0.182109,0.024917,-9.436184,0.622160,-0.989217,-0.004260,-0.000085,0.004260,,,,4636918952365129700.000000,0.125997,0.738304,0.100494,-0.654930
