Format=7,10908,,,Left Skank,,,,,,,,,,,14140,,,Right Shank,,,,,,,,,,,15955,,,Left Thigh,,,,,,,,,,,15985,,,Right Thigh,,,,,,,,,,,16169,,,Waist,,,,,,,,,,
Time,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,
,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z
1763459406817239,-9.501350,-0.267233,0.000000,-0.005224,0.006642,0.017439,,,,4636922388338966500.000000,0.368071,0.592128,0.365554,-0.616667,-9.448530,-0.424631,1.402537,0.013886,0.010796,0.023614,,,,4636916804881481700.000000,-0.207049,0.633447,-0.160455,-0.728101,-2.017657,3.406933,8.821371,0.026897,0.007484,-0.004079,,,,4636916053262204900.000000,0.444584,0.145000,-0.093900,-0.878921,-1.863208,-1.843318,9.260895,0.000870,0.017684,0.002809,,,,4636916590133116900.000000,0.901619,-0.035059,0.121018,-0.413774,-9.467469,0.518187,-0.154058,0.023463,-0.029319,0.000000,,,,4636919167113494500.000000,-0.549414,-0.485213,-0.517535,0.441441
1763459406825051,-9.556610,-0.260349,0.000000,-0.003923,0.008429,0.020178,,,,4636922388338966500.000000,0.368113,0.592175,0.365537,-0.616606,-9.448530,-0.402844,1.390330,0.014001,0.011980,0.024912,,,,4636916804881481700.000000,-0.207013,0.633451,-0.160560,-0.728084,-2.440637,3.823430,8.877070,-0.013525,-0.022744,0.013218,,,,4636916053262204900.000000,0.444628,0.144903,-0.093911,-0.878914,-1.823416,-1.845574,9.217718,-0.001562,0.023697,-0.001167,,,,4636916590133116900.000000,0.901606,-0.035029,0.121111,-0.413778,-9.436745,0.548911,-0.103974,0.023021,-0.029429,-0.001031,,,,4636919167113494500.000000,-0.549432,-0.485205,-0.517440,0.441540
1763459406832863,-9.756118,-0.291649,-0.002657,-0.000603,0.007128,0.018994,,,,4636922388338966500.000000,0.368147,0.592223,0.365513,-0.616555,-9.453781,-0.400219,1.378124,0.015413,0.013771,0.028002,,,,4636916827972704300.000000,-0.206971,0.633457,-0.160678,-0.728065,-3.186498,3.598787,7.839895,-0.178953,0.000697,0.061686,,,,4636915877461547000.000000,0.444940,0.144582,-0.093342,-0.878870,-1.874501,-1.862092,9.226541,-0.007199,0.025636,-0.002235,,,,4636916590133116900.000000,0.901589,-0.035016,0.121221,-0.413783,-9.418223,0.555649,-0.097659,0.017239,-0.026741,-0.002136,,,,4636919167113494500.000000,-0.549452,-0.485187,-0.517363,0.441624
1763459406840675,-9.867821,-0.282098,-0.028399,0.003553,0.003924,0.017323,,,,4636922388338966500.000000,0.368172,0.592266,0.365479,-0.616519,-9.498673,-0.374492,1.364604,0.019571,0.012703,0.030138,,,,4636917019629846500.000000,-0.206933,0.633455,-0.160813,-0.728047,-3.382587,4.127527,7.035604,-0.670940,-0.243475,0.104793,,,,4636915838513840100.000000,0.445588,0.142550,-0.091531,-0.879064,-1.938723,-1.805569,9.208889,-0.015151,0.025143,-0.003204,,,,4636916590133116900.000000,0.901570,-0.035033,0.121341,-0.413788,-9.406016,0.572901,-0.050524,0.011271,-0.032853,-0.002136,,,,4636919167113494500.000000,-0.549497,-0.485145,-0.517283,0.441708
1763459406848487,-9.762739,-0.285017,-0.061037,0.006409,0.000372,0.019343,,,,4636922388338966500.000000,0.368200,0.592307,0.365427,-0.616493,-9.505629,-0.335244,1.338876,0.022201,0.011750,0.032274,,,,4636917019629846500.000000,-0.206897,0.633447,-0.160960,-0.728032,-2.314538,4.999781,8.198339,-1.024066,-0.473939,0.078058,,,,4636915838513840100.000000,0.446252,0.139120,-0.088893,-0.879547,-1.919946,-1.762906,9.236293,-0.017485,0.020788,-0.003797,,,,4636916590133116900.000000,0.901552,-0.035065,0.121450,-0.413793,-9.387918,0.598163,0.011782,0.004974,-0.044198,-0.002136,,,,4636919270750055400.000000,-0.549576,-0.485070,-0.517190,0.441800
1763459406856299,-9.415074,-0.193172,-0.061037,0.007455,-0.005225,0.019830,,,,4636922400020530200.000000,0.368235,0.592338,0.365364,-0.616481,-9.472945,-0.280770,1.306192,0.019950,0.011979,0.034066,,,,4636917019629846500.000000,-0.206850,0.633441,-0.161105,-0.728019,-1.885419,4.953909,9.063656,-1.093011,-0.413045,-0.035288,,,,4636915838513840100.000000,0.446576,0.135816,-0.085849,-0.880201,-1.949809,-1.471810,9.080228,-0.020674,0.020516,-0.011583,,,,4636916590133116900.000000,0.901521,-0.035112,0.121562,-0.413824,-9.357617,0.598163,0.047973,-0.005153,-0.048067,-0.002136,,,,4636919381861859300.000000,-0.549683,-0.484967,-0.517105,0.441880
1763459406864111,-9.199887,0.068184,-0.059711,0.019736,-0.004505,0.015326,,,,4636922495713148900.000000,0.368229,0.592381,0.365283,-0.616490,-9.475564,-0.278152,1.304883,0.016632,0.014230,0.033456,,,,4636917019629846500.000000,-0.206795,0.633444,-0.161240,-0.728002,-0.324794,2.989241,10.980437,-0.757623,-0.397061,-0.188122,,,,4636915838513840100.000000,0.446194,0.133201,-0.083847,-0.880987,-1.912057,-1.669218,9.194610,-0.014182,-0.028036,-0.030582,,,,4636916590133116900.000000,0.901483,-0.035224,0.121490,-0.413918,-9.344553,0.615832,0.079134,-0.017381,-0.046005,-0.002652,,,,4636919381861859300.000000,-0.549807,-0.484841,-0.517048,0.441932
1763459406871923,-8.893013,0.462991,-0.051476,0.052171,-0.006293,0.008340,,,,4636922495713148900.000000,0.368134,0.592456,0.365138,-0.616561,-9.493436,-0.252432,1.292677,0.013390,0.016976,0.036088,,,,4636917019629846500.000000,-0.206722,0.633455,-0.161376,-0.727982,-0.357423,2.373745,11.127550,-0.091638,-0.142300,-0.179247,,,,4636915838513840100.000000,0.445578,0.132619,-0.083697,-0.881401,-1.877845,-1.754495,9.331922,-0.020335,-0.006074,-0.025917,,,,4636916590133116900.000000,0.901441,-0.035320,0.121506,-0.413996,-9.368538,0.617118,0.079563,-0.032297,-0.032458,-0.002689,,,,4636919381861859300.000000,-0.549932,-0.484705,-0.517045,0.441928
1763459406879735,-9.186976,0.760826,-0.073244,0.063040,-0.005688,-0.004219,,,,4636922495713148900.000000,0.367983,0.592531,0.364996,-0.616663,-9.464661,-0.218425,1.283085,0.018273,0.016137,0.033952,,,,4636917019629846500.000000,-0.206669,0.633462,-0.161519,-0.727960,-0.958880,2.731163,10.063253,0.402237,0.071871,-0.100109,,,,4636916014232040400.000000,0.445047,0.133608,-0.084916,-0.881403,-1.968612,-1.718997,9.267666,-0.052732,0.027071,-0.018159,,,,4636916590133116900.000000,0.901392,-0.035472,0.121692,-0.414036,-9.405157,0.574611,0.067356,-0.045226,-0.017204,-0.003167,,,,4636919278281234400.000000,-0.550050,-0.484567,-0.517098,0.441870
1763459406887547,-9.536926,0.760396,-0.070598,0.009963,-0.008777,-0.021942,,,,4636922495713148900.000000,0.367916,0.592497,0.365018,-0.616723,-9.498668,-0.204911,1.295292,0.019684,0.016747,0.032273,,,,4636917019629846500.000000,-0.206623,0.633470,-0.161662,-0.727934,-1.353928,2.410384,9.020114,0.574572,0.238787,-0.029322,,,,4636916053262204900.000000,0.444723,0.135448,-0.086474,-0.881134,-1.887795,-1.724882,9.283101,-0.057201,0.010301,-0.017471,,,,4636916590133116900.000000,0.901351,-0.035667,0.121826,-0.414069,-9.441779,0.555221,0.037485,-0.051749,-0.010795,-0.006333,,,,4636919167113494500.000000,-0.550162,-0.484420,-0.517182,0.441793
1763459406895359,-9.431653,0.445992,-0.047508,-0.073281,-0.010566,-0.025778,,,,4636922495713148900.000000,0.368036,0.592333,0.365248,-0.616673,-9.500432,-0.179196,1.306192,0.023613,0.013772,0.033610,,,,4636917019629846500.000000,-0.206585,0.633466,-0.161818,-0.727914,-1.625789,2.359355,8.588481,0.590589,0.317042,0.035342,,,,4636916053262204900.000000,0.444637,0.137562,-0.087985,-0.880700,-1.940677,-1.967189,9.219960,-0.061841,0.016599,-0.008912,,,,4636916580251888600.000000,0.901320,-0.035865,0.121991,-0.414070,-9.484284,0.573314,0.000434,-0.054953,-0.001296,-0.012151,,,,4636919167113494500.000000,-0.550251,-0.484270,-0.517303,0.441705
1763459406903171,-9.196140,0.058009,-0.033979,-0.135545,-0.008804,-0.017349,,,,4636922495713148900.000000,0.368317,0.592096,0.365610,-0.616518,-9.430646,-0.141264,1.304886,0.023882,0.012932,0.027926,,,,4636917019629846500.000000,-0.206565,0.633463,-0.161959,-0.727891,-1.632467,2.637882,8.493027,0.520583,0.287724,0.076709,,,,4636916053262204900.000000,0.444719,0.139439,-0.089328,-0.880229,-1.736098,-1.631438,9.256578,-0.050497,0.013124,0.008152,,,,4636916482758934500.000000,0.901320,-0.036019,0.122128,-0.414016,-9.521339,0.556527,-0.047522,-0.056612,0.008946,-0.018082,,,,4636919167113494500.000000,-0.550312,-0.484123,-0.517460,0.441607
1763459406910983,-9.247264,-0.308134,-0.006931,-0.168912,-0.002252,-0.009874,,,,4636922495713148900.000000,0.368684,0.591837,0.366045,-0.616289,-9.506027,-0.097659,1.293985,0.017588,0.014228,0.021094,,,,4636917019629846500.000000,-0.206547,0.633473,-0.162067,-0.727863,-1.783354,3.267016,8.564030,0.431840,0.240342,0.098169,,,,4636916053262204900.000000,0.444903,0.140990,-0.090459,-0.879773,-2.131940,-1.731470,9.266278,-0.048304,0.025919,0.002899,,,,4636916482758934500.000000,0.901306,-0.036148,0.122305,-0.413984,-9.522211,0.513147,-0.103109,-0.054037,0.010243,-0.022870,,,,4636919167113494500.000000,-0.550357,-0.483973,-0.517625,0.441521
1763459406918795,-9.415541,-0.655907,0.039262,-0.155168,-0.003551,-0.002627,,,,4636922495713148900.000000,0.369038,0.591605,0.366428,-0.616073,-9.647894,-0.098962,1.290076,0.012134,0.016634,0.028114,,,,4636917019629846500.000000,-0.206494,0.633489,-0.162179,-0.727839,-2.098492,3.872953,8.651702,0.399783,0.188102,0.100600,,,,4636915877603980300.000000,0.445094,0.142305,-0.091572,-0.879349,-2.151352,-1.872617,9.044669,0.006151,0.011892,-0.008332,,,,4636916482758934500.000000,0.901288,-0.036113,0.122344,-0.414015,-9.486027,0.471079,-0.098534,-0.049726,-0.001277,-0.027180,,,,4636919167113494500.000000,-0.550410,-0.483804,-0.517765,0.441476
1763459406926607,-9.552776,-0.826151,0.063672,-0.095227,-0.006755,0.002136,,,,4636922484126303200.000000,0.369270,0.591458,0.366650,-0.615942,-9.392210,-0.108565,1.254759,0.005839,0.012818,0.029268,,,,4636917019629846500.000000,-0.206425,0.633499,-0.162272,-0.727829,-2.290486,4.139338,8.727153,0.354355,0.120730,0.082063,,,,4636915838513840100.000000,0.445221,0.143315,-0.092636,-0.879010,-1.601638,-1.093294,9.172355,0.039658,-0.047557,0.012210,,,,4636916482758934500.000000,0.901336,-0.036047,0.122122,-0.413982,-9.454853,0.421814,-0.037939,-0.047552,-0.017375,-0.030899,,,,4636919218869692400.000000,-0.550485,-0.483605,-0.517875,0.441473
1763459406934419,-9.613813,-0.765818,0.082817,-0.008215,-0.009613,0.001675,,,,4636922388338966500.000000,0.369303,0.591429,0.366661,-0.615944,-9.522254,-0.104175,1.234251,0.001068,0.012818,0.015068,,,,4636917019629846500.000000,-0.206385,0.633522,-0.162317,-0.727810,-2.399264,4.055145,8.640678,0.245439,0.070325,0.057012,,,,4636915838513840100.000000,0.445304,0.143972,-0.093399,-0.878779,-1.858793,-1.296304,9.333076,-0.025951,-0.019799,-0.016616,,,,4636916482758934500.000000,0.901315,-0.036180,0.122099,-0.414022,-9.477943,0.396962,0.011765,-0.045454,-0.018391,-0.034657,,,,4636919274487676900.000000,-0.550552,-0.483401,-0.517985,0.441484
1763459406942231,-9.665629,-0.512100,0.058403,0.070920,-0.009613,-0.003058,,,,4636922388338966500.000000,0.369143,0.591508,0.366492,-0.616065,-9.421512,-0.157395,1.239949,0.001068,0.012362,0.015339,,,,4636916996733982700.000000,-0.206344,0.633544,-0.162362,-0.727793,-2.307276,3.948596,8.668331,0.109710,0.022653,0.039239,,,,4636915838513840100.000000,0.445384,0.144236,-0.093769,-0.878656,-1.785736,-1.467323,9.274270,-0.062059,-0.005349,-0.032427,,,,4636916492598933500.000000,0.901256,-0.036425,0.122184,-0.414103,-9.533094,0.396519,-0.004994,-0.039162,-0.010720,-0.036317,,,,4636919274487676900.000000,-0.550588,-0.483220,-0.518104,0.441498
