Format=7,10908,,,Left Skank,,,,,,,,,,,14140,,,Right Shank,,,,,,,,,,,15955,,,Left Thigh,,,,,,,,,,,15985,,,Right Thigh,,,,,,,,,,,16169,,,Waist,,,,,,,,,,
Time,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,
,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z
1763458715324371,-9.352374,0.000000,-1.661710,0.000132,-0.000937,0.000000,,,,4636921636719689700.000000,-0.000009,-0.765989,0.000698,0.642853,-9.439961,-0.045191,-1.704106,0.006953,0.000637,0.005772,,,,4636916053262204900.000000,0.008706,-0.766670,0.008979,0.641920,-4.126102,-1.288340,8.702008,-0.002630,0.000000,-0.000658,,,,4636915086894563300.000000,0.973345,-0.070412,0.217764,0.014874,-4.199347,1.464888,8.459730,0.001840,0.000000,-0.005341,,,,4636916160636387300.000000,0.970926,0.081317,0.224178,-0.020856,-9.444579,0.390637,0.672724,-0.001791,-0.036463,0.004157,,,,4636918737616764900.000000,0.649888,0.328872,0.601883,-0.327455
1763458715332183,-9.340168,0.010703,-1.649504,0.000000,-0.000132,0.001873,,,,4636921636719689700.000000,-0.000004,-0.765999,0.000713,0.642842,-9.444890,-0.048830,-1.705396,0.010044,0.000000,0.005659,,,,4636916053262204900.000000,0.008724,-0.766668,0.009014,0.641921,-4.126102,-1.309015,8.674771,0.000411,0.002053,0.000000,,,,4636915086894563300.000000,0.973344,-0.070407,0.217771,0.014867,-4.216996,1.464888,8.477380,0.002908,0.000000,-0.006113,,,,4636916160636387300.000000,0.970923,0.081321,0.224187,-0.020887,-9.417171,0.390637,0.682299,0.001644,-0.027804,0.002974,,,,4636918737616764900.000000,0.649948,0.328856,0.601806,-0.327492
1763458715339995,-9.360068,0.001505,-1.680107,-0.000936,-0.002809,0.003073,,,,4636921636719689700.000000,-0.000004,-0.766001,0.000729,0.642839,-9.439964,-0.031697,-1.700470,0.010681,0.000000,0.005341,,,,4636916053262204900.000000,0.008745,-0.766666,0.009050,0.641922,-4.121412,-1.289294,8.671947,0.001889,0.004520,0.000410,,,,4636915086894563300.000000,0.973341,-0.070396,0.217788,0.014860,-4.206115,1.438419,8.448853,0.000888,-0.003088,-0.004865,,,,4636916160636387300.000000,0.970923,0.081318,0.224185,-0.020913,-9.459422,0.389321,0.666144,0.007330,-0.018881,0.000838,,,,4636918737616764900.000000,0.649978,0.328861,0.601747,-0.327537
1763458715347807,-9.363078,0.000000,-1.673921,-0.000132,-0.003204,0.002268,,,,4636921636719689700.000000,0.000000,-0.766002,0.000745,0.642837,-9.444888,-0.024415,-1.696829,0.009183,0.000000,0.003092,,,,4636916053262204900.000000,0.008768,-0.766665,0.009076,0.641924,-4.099826,-1.272398,8.684153,0.004435,0.002794,0.001068,,,,4636915045646493700.000000,0.973340,-0.070375,0.217798,0.014853,-4.199347,1.419442,8.452963,-0.001544,-0.005817,-0.004273,,,,4636916160636387300.000000,0.970926,0.081307,0.224172,-0.020936,-9.449846,0.378430,0.621262,0.015760,-0.016252,-0.001183,,,,4636918737616764900.000000,0.649987,0.328886,0.601686,-0.327603
1763458715355619,-9.352377,0.000000,-1.651012,0.000000,-0.001332,0.003073,,,,4636921636719689700.000000,0.000003,-0.766008,0.000764,0.642830,-9.431400,-0.032980,-1.696829,0.008545,0.001499,0.002886,,,,4636916053262204900.000000,0.008789,-0.766667,0.009099,0.641920,-4.091340,-1.262051,8.710427,0.008871,0.001726,0.001068,,,,4636914979520380900.000000,0.973341,-0.070337,0.217805,0.014844,-4.190524,1.424882,8.459730,-0.004452,-0.004865,-0.002729,,,,4636916160636387300.000000,0.970930,0.081286,0.224162,-0.020949,-9.462051,0.381058,0.610370,0.022086,-0.018273,-0.002136,,,,4636918737616764900.000000,0.649993,0.328922,0.601614,-0.327689
1763458715363431,-9.350871,0.010700,-1.690798,-0.000936,-0.004813,0.002268,,,,4636921636719689700.000000,0.000005,-0.766006,0.000778,0.642833,-9.441243,-0.045186,-1.688265,0.009295,0.001387,0.001706,,,,4636916053262204900.000000,0.008815,-0.766669,0.009120,0.641917,-4.118583,-1.269570,8.726437,0.014459,0.000658,0.000658,,,,4636914979520380900.000000,0.973345,-0.070278,0.217808,0.014828,-4.169494,1.437089,8.468553,-0.004569,-0.006589,-0.000592,,,,4636916160636387300.000000,0.970935,0.081266,0.224145,-0.020956,-9.472945,0.401532,0.610370,0.018997,-0.019112,-0.002251,,,,4636918737616764900.000000,0.650004,0.328949,0.601544,-0.327769
1763458715371243,-9.340171,0.012207,-1.707529,-0.003877,-0.004405,0.002136,,,,4636921636719689700.000000,-0.000002,-0.766004,0.000785,0.642835,-9.457093,-0.040266,-1.684622,0.009613,0.000319,0.002567,,,,4636916053262204900.000000,0.008840,-0.766668,0.009145,0.641918,-4.130790,-1.278946,8.699191,0.015450,0.000410,0.000820,,,,4636914979520380900.000000,0.973350,-0.070215,0.217810,0.014812,-4.180366,1.458115,8.480758,-0.004273,-0.008249,0.000000,,,,4636916160636387300.000000,0.970942,0.081248,0.224122,-0.020960,-9.472945,0.390637,0.609057,0.017090,-0.018618,-0.003204,,,,4636918737616764900.000000,0.650015,0.328970,0.601479,-0.327846
1763458715379055,-9.360062,0.001508,-1.698337,-0.005209,-0.008017,0.003072,,,,4636921636719689700.000000,-0.000014,-0.765993,0.000791,0.642848,-9.452175,-0.036622,-1.701746,0.009613,0.000000,0.003204,,,,4636916053262204900.000000,0.008863,-0.766667,0.009172,0.641919,-4.147683,-1.298672,8.705732,0.012818,-0.000162,0.001316,,,,4636914979520380900.000000,0.973354,-0.070162,0.217810,0.014800,-4.195959,1.464888,8.492965,-0.003501,-0.009317,-0.000772,,,,4636916160636387300.000000,0.970950,0.081232,0.224095,-0.020969,-9.471628,0.390637,0.598163,0.016860,-0.022546,-0.003320,,,,4636918737616764900.000000,0.650035,0.328985,0.601404,-0.327928
1763458715386867,-9.363078,0.010698,-1.696829,-0.005341,-0.005737,0.002268,,,,4636921636719689700.000000,-0.000026,-0.765988,0.000794,0.642854,-9.457092,-0.036622,-1.691913,0.011112,-0.000749,0.003954,,,,4636915902646960100.000000,0.008889,-0.766663,0.009205,0.641922,-4.153355,-1.296823,8.732978,0.012408,-0.001316,0.000000,,,,4636914938313545700.000000,0.973359,-0.070111,0.217805,0.014784,-4.172888,1.473708,8.496353,-0.001661,-0.008070,-0.000296,,,,4636916160636387300.000000,0.970955,0.081223,0.224072,-0.020977,-9.463372,0.389320,0.599480,0.014608,-0.023845,-0.004273,,,,4636918737616764900.000000,0.650060,0.328990,0.601330,-0.328009
1763458715394679,-9.373775,0.001511,-1.686133,-0.005341,-0.005341,0.003072,,,,4636921636719689700.000000,-0.000039,-0.765984,0.000799,0.642859,-9.443614,-0.028060,-1.693183,0.011000,-0.000319,0.004273,,,,4636915838513840100.000000,0.008914,-0.766660,0.009238,0.641924,-4.133625,-1.272408,8.726446,0.010520,0.001640,0.000410,,,,4636914872146198500.000000,0.973361,-0.070067,0.217811,0.014770,-4.189176,1.494730,8.496353,0.000475,-0.004391,0.000000,,,,4636916160636387300.000000,0.970957,0.081223,0.224063,-0.020984,-9.485152,0.381061,0.613001,0.011174,-0.027049,-0.004157,,,,4636918737616764900.000000,0.650097,0.328982,0.601252,-0.328085
1763458715402491,-9.364589,-0.010696,-1.673925,-0.000661,-0.006277,0.002269,,,,4636921636719689700.000000,-0.000036,-0.765978,0.000814,0.642866,-9.419202,-0.032975,-1.696829,0.007685,0.000000,0.004273,,,,4636915838513840100.000000,0.008929,-0.766659,0.009263,0.641926,-4.126102,-1.262047,8.699194,0.006496,0.004273,0.001068,,,,4636914872146198500.000000,0.973359,-0.070038,0.217827,0.014762,-4.190531,1.483880,8.496353,0.001068,-0.002433,-0.000771,,,,4636916160636387300.000000,0.970957,0.081225,0.224062,-0.020995,-9.478581,0.400216,0.637413,0.005604,-0.029908,-0.003089,,,,4636918737616764900.000000,0.650150,0.328960,0.601173,-0.328150
1763458715410303,-9.363078,-0.001512,-1.672414,-0.000936,-0.005473,0.003072,,,,4636921636719689700.000000,-0.000036,-0.765974,0.000830,0.642871,-9.437589,-0.036622,-1.705389,0.003413,0.001498,0.005022,,,,4636915838513840100.000000,0.008929,-0.766661,0.009280,0.641923,-4.121419,-1.264886,8.696355,0.003614,0.004682,0.000658,,,,4636914872146198500.000000,0.973357,-0.070021,0.217845,0.014754,-4.178323,1.468280,8.487537,0.001068,-0.000593,-0.000297,,,,4636916160636387300.000000,0.970956,0.081227,0.224067,-0.021003,-9.425429,0.379744,0.661828,-0.001988,-0.029793,-0.002136,,,,4636918737616764900.000000,0.650213,0.328920,0.601102,-0.328194
1763458715418115,-9.341686,0.032088,-1.672414,-0.000132,-0.003469,0.002269,,,,4636921636719689700.000000,-0.000032,-0.765974,0.000846,0.642871,-9.422856,-0.036622,-1.717594,-0.000110,0.000639,0.005341,,,,4636915838513840100.000000,0.008918,-0.766661,0.009289,0.641922,-4.118577,-1.247998,8.699196,0.004682,0.004521,0.000000,,,,4636914872146198500.000000,0.973354,-0.070000,0.217862,0.014743,-4.183747,1.482519,8.492961,0.003382,0.000771,0.000000,,,,4636916160636387300.000000,0.970952,0.081239,0.224078,-0.021011,-9.437636,0.391950,0.684927,-0.010188,-0.028495,-0.001907,,,,4636918737616764900.000000,0.650284,0.328862,0.601045,-0.328216
1763458715425927,-9.349359,0.047317,-1.672414,0.003743,-0.001333,0.001200,,,,4636921636719689700.000000,-0.000014,-0.765980,0.000869,0.642863,-9.429020,-0.036622,-1.721244,-0.003314,0.001497,0.005341,,,,4636915838513840100.000000,0.008897,-0.766664,0.009290,0.641920,-4.126102,-1.242318,8.686986,0.005751,0.003204,0.000000,,,,4636914872146198500.000000,0.973354,-0.069975,0.217874,0.014731,-4.204767,1.471676,8.487539,0.005815,0.000297,0.000000,,,,4636916160636387300.000000,0.970948,0.081260,0.224086,-0.021022,-9.451158,0.402844,0.697136,-0.015299,-0.024946,0.000230,,,,4636918714501012500.000000,0.650356,0.328800,0.601001,-0.328216
1763458715433739,-9.350871,0.038136,-1.661721,0.004273,-0.003875,0.001068,,,,4636921636719689700.000000,0.000007,-0.765980,0.000892,0.642864,-9.427767,-0.036622,-1.729799,-0.007267,0.001388,0.002346,,,,4636915838513840100.000000,0.008872,-0.766666,0.009271,0.641917,-4.130791,-1.257362,8.679463,0.005999,0.002794,0.000000,,,,4636914872146198500.000000,0.973354,-0.069949,0.217884,0.014719,-4.211554,1.464888,8.484145,0.004867,0.000771,0.000771,,,,4636916160636387300.000000,0.970944,0.081278,0.224096,-0.021029,-9.472945,0.401532,0.704092,-0.017584,-0.018308,0.002021,,,,4636918522868400100.000000,0.650417,0.328745,0.600975,-0.328198
1763458715441551,-9.340180,0.079384,-1.702969,0.003337,-0.003337,0.002004,,,,4636921636719689700.000000,0.000022,-0.765981,0.000916,0.642862,-9.432671,-0.036622,-1.733451,-0.007797,0.001817,0.001817,,,,4636915838513840100.000000,0.008847,-0.766670,0.009250,0.641914,-4.138309,-1.243298,8.679463,0.004931,0.001316,0.000410,,,,4636914872146198500.000000,0.973354,-0.069926,0.217889,0.014711,-4.211554,1.464888,8.475333,0.002730,0.000297,0.001068,,,,4636916160636387300.000000,0.970941,0.081288,0.224104,-0.021033,-9.474256,0.391948,0.668785,-0.012818,-0.010681,0.001183,,,,4636918522868400100.000000,0.650453,0.328711,0.600962,-0.328183
1763458715449363,-9.338663,0.096142,-1.698346,0.000398,-0.001334,0.002136,,,,4636921636719689700.000000,0.000028,-0.765987,0.000934,0.642855,-9.436323,-0.036622,-1.716342,-0.005232,0.002136,0.001388,,,,4636915838513840100.000000,0.008830,-0.766674,0.009234,0.641909,-4.133623,-1.216053,8.674777,0.003452,0.000000,0.001888,,,,4636914872146198500.000000,0.973355,-0.069908,0.217889,0.014709,-4.202742,1.447265,8.471938,0.000594,0.000000,0.001068,,,,4636916160636387300.000000,0.970940,0.081289,0.224111,-0.021035,-9.485152,0.402844,0.648303,-0.013277,-0.011026,0.002136,,,,4636918522868400100.000000,0.650492,0.328677,0.600949,-0.328165
1763458715457175,-9.349352,0.065593,-1.686140,-0.006547,-0.003874,0.001201,,,,4636921636719689700.000000,0.000016,-0.765987,0.000930,0.642856,-9.436323,-0.045175,-1.726142,-0.002776,0.000640,0.001068,,,,4636915838513840100.000000,0.008821,-0.766675,0.009224,0.641909,-4.126102,-1.208533,8.681318,0.001726,-0.000820,0.004025,,,,4636914872146198500.000000,0.973357,-0.069895,0.217886,0.014717,-4.208157,1.440474,8.471938,-0.002313,0.000000,0.001839,,,,4636916160636387300.000000,0.970939,0.081281,0.224119,-0.021032,-9.483843,0.401535,0.656581,-0.017090,-0.014459,0.002709,,,,4636918522868400100.000000,0.650545,0.328630,0.600930,-0.328141
1763458715464987,-9.350871,0.061037,-1.673933,-0.010283,-0.005208,0.000133,,,,4636921636719689700.000000,-0.000005,-0.765983,0.000914,0.642860,-9.419218,-0.040277,-1.716347,-0.000640,0.000000,0.000320,,,,4636915838513840100.000000,0.008821,-0.766674,0.009216,0.641910,-4.144848,-1.203847,8.699192,0.000658,-0.002546,0.005751,,,,4636914872146198500.000000,0.973359,-0.069884,0.217878,0.014733,-4.202745,1.440474,8.480747,-0.004746,0.000000,0.001366,,,,4636916160636387300.000000,0.970939,0.081263,0.224126,-0.021028,-9.470326,0.390637,0.634785,-0.016632,-0.019341,0.007477,,,,4636918522868400100.000000,0.650614,0.328589,0.600893,-0.328112
1763458715472799,-9.361558,0.039663,-1.661727,-0.012552,-0.006276,-0.000935,,,,4636921636719689700.000000,-0.000029,-0.765977,0.000890,0.642867,-9.446113,-0.045173,-1.717588,0.001496,0.000000,-0.000748,,,,4636915838513840100.000000,0.008830,-0.766673,0.009210,0.641911,-4.170247,-1.196326,8.686986,0.000410,-0.001975,0.005999,,,,4636914872146198500.000000,0.973361,-0.069874,0.217871,0.014751,-4.190538,1.422856,8.475337,-0.006882,0.000000,0.001839,,,,4636916160636387300.000000,0.970939,0.081237,0.224134,-0.021021,-9.448530,0.389328,0.638712,-0.012474,-0.020066,0.007477,,,,4636918545898746900.000000,0.650680,0.328558,0.600849,-0.328094
1763458715480611,-9.341701,0.047311,-1.681584,-0.010012,-0.008279,-0.001068,,,,4636921636719689700.000000,-0.000046,-0.765966,0.000871,0.642881,-9.443634,-0.040278,-1.712692,0.003633,0.000000,-0.001068,,,,4636915838513840100.000000,0.008846,-0.766671,0.009209,0.641913,-4.158041,-1.210375,8.684147,0.000658,-0.000410,0.006160,,,,4636914872146198500.000000,0.973362,-0.069863,0.217871,0.014768,-4.195947,1.416059,8.471938,-0.009018,0.000000,0.001366,,,,4636916160636387300.000000,0.970940,0.081203,0.224142,-0.021013,-9.448530,0.378430,0.670101,-0.009842,-0.017701,0.007134,,,,4636918737616764900.000000,0.650736,0.328536,0.600807,-0.328080
1763458715488423,-9.349349,0.016772,-1.695307,-0.012418,-0.008545,-0.002003,,,,4636921636719689700.000000,-0.000068,-0.765954,0.000843,0.642895,-9.444874,-0.036622,-1.726139,0.003524,-0.000748,-0.001068,,,,4636915838513840100.000000,0.008862,-0.766668,0.009208,0.641916,-4.145834,-1.246996,8.701037,0.000000,-0.001888,0.007067,,,,4636914872146198500.000000,0.973364,-0.069853,0.217865,0.014789,-4.199347,1.416059,8.480745,-0.006531,-0.000771,0.001068,,,,4636916160636387300.000000,0.970941,0.081177,0.224147,-0.021009,-9.448530,0.379737,0.660507,-0.012779,-0.013314,0.003586,,,,4636918737616764900.000000,0.650782,0.328504,0.600785,-0.328063
