Format=7,10908,,,Left Skank,,,,,,,,,,,14140,,,Right Shank,,,,,,,,,,,15955,,,Left Thigh,,,,,,,,,,,15985,,,Right Thigh,,,,,,,,,,,16169,,,Waist,,,,,,,,,,
Time,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,
,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z
1763460718638490,-7.816655,-2.066968,-5.159358,-0.002499,-0.001068,-0.006409,,,,4636922817835696100.000000,0.153134,-0.874318,0.074300,0.454530,-8.106349,1.965392,-4.821924,0.003216,0.003193,0.000011,,,,4636917771249123300.000000,0.182936,0.858399,0.107809,-0.466972,-2.093711,1.022441,9.494379,-0.004273,-0.000261,0.004533,,,,4636916590133116900.000000,0.992488,0.053422,0.109951,-0.004875,-1.942107,-1.489303,9.327586,0.000673,-0.003896,0.004075,,,,4636917234378211300.000000,0.991877,-0.072348,0.104166,0.009789,-9.366830,0.089203,-1.840520,0.002876,0.011177,0.000740,,,,4636920026106953700.000000,0.020251,0.766021,0.012494,-0.642374
1763460718646302,-7.841067,-2.067198,-5.151757,-0.000726,-0.001068,-0.004998,,,,4636922817835696100.000000,0.153151,-0.874321,0.074288,0.454520,-8.093635,1.977473,-4.809843,0.008490,0.006376,0.002114,,,,4636917771249123300.000000,0.182913,0.858414,0.107806,-0.466954,-2.099673,1.006970,9.488134,-0.003465,0.000000,0.001044,,,,4636916590133116900.000000,0.992489,0.053415,0.109950,-0.004877,-1.952055,-1.500381,9.315379,0.007853,-0.000297,0.000395,,,,4636917234378211300.000000,0.991878,-0.072324,0.104173,0.009785,-9.382787,0.101410,-1.806696,0.001808,0.005836,-0.000328,,,,4636920026106953700.000000,0.020238,0.766042,0.012489,-0.642350
1763460718654114,-7.849360,-2.063051,-5.139317,0.000000,-0.000363,-0.003567,,,,4636922817835696100.000000,0.153167,-0.874325,0.074283,0.454508,-8.033112,1.989679,-4.821796,0.010659,0.004295,0.003193,,,,4636917771249123300.000000,0.182885,0.858428,0.107794,-0.466942,-2.099673,1.001007,9.494377,-0.002397,-0.001614,0.000000,,,,4636916590133116900.000000,0.992490,0.053412,0.109944,-0.004884,-1.931029,-1.479355,9.292094,0.012422,0.000969,0.000969,,,,4636917234378211300.000000,0.991880,-0.072281,0.104185,0.009780,-9.399700,0.098617,-1.802946,0.000740,0.001808,-0.000740,,,,4636920026106953700.000000,0.020228,0.766053,0.012486,-0.642338
1763460718661926,-7.857419,-2.030817,-5.163492,0.000000,0.000705,-0.002499,,,,4636922817835696100.000000,0.153181,-0.874330,0.074283,0.454493,-8.008313,2.001886,-4.834004,0.004340,0.003216,0.004261,,,,4636917771249123300.000000,0.182881,0.858435,0.107789,-0.466931,-2.108898,1.001007,9.488135,-0.001329,-0.000522,-0.001614,,,,4636916590133116900.000000,0.992490,0.053412,0.109942,-0.004897,-1.917695,-1.443871,9.256610,0.012818,0.001068,0.001068,,,,4636917234378211300.000000,0.991882,-0.072237,0.104198,0.009776,-9.395951,0.069496,-1.786991,0.000000,0.000740,-0.000656,,,,4636920026106953700.000000,0.020219,0.766061,0.012486,-0.642329
1763460718669738,-7.861567,-2.038391,-5.159826,-0.001410,0.000363,-0.002136,,,,4636922817835696100.000000,0.153189,-0.874336,0.074281,0.454480,-7.995979,2.038247,-4.809976,0.001102,0.003204,0.005329,,,,4636917771249123300.000000,0.182890,0.858441,0.107787,-0.466918,-2.130325,0.991785,9.522040,-0.000261,0.000000,-0.001329,,,,4636916590133116900.000000,0.992490,0.053417,0.109941,-0.004909,-1.883339,-1.429399,9.208914,0.009911,0.006882,0.000099,,,,4636917234378211300.000000,0.991880,-0.072205,0.104233,0.009767,-9.376248,0.072282,-1.762577,0.000000,-0.001312,-0.002136,,,,4636920026106953700.000000,0.020208,0.766063,0.012489,-0.642326
1763460718677550,-7.861567,-2.042788,-5.151524,-0.005661,0.000705,-0.001431,,,,4636922817835696100.000000,0.153182,-0.874344,0.074274,0.454468,-7.983771,2.026559,-4.809717,0.004239,0.003204,0.007454,,,,4636917771249123300.000000,0.182892,0.858450,0.107771,-0.466904,-2.127076,1.016460,9.524762,0.003227,-0.000807,-0.001068,,,,4636916590133116900.000000,0.992489,0.053435,0.109938,-0.004922,-1.924232,-1.417193,9.215456,0.005738,0.009415,-0.001938,,,,4636917234378211300.000000,0.991877,-0.072190,0.104277,0.009752,-9.347124,0.101406,-1.749406,0.001312,-0.004273,-0.001808,,,,4636920026106953700.000000,0.020193,0.766058,0.012488,-0.642332
1763460718685362,-7.861567,-2.038636,-5.151524,-0.006068,0.000363,-0.001068,,,,4636922817835696100.000000,0.153172,-0.874352,0.074267,0.454457,-8.019870,2.014353,-4.809717,0.003216,0.002148,0.008534,,,,4636917771249123300.000000,0.182900,0.858457,0.107754,-0.466893,-2.124088,1.043859,9.521774,0.006692,-0.000262,-0.001875,,,,4636916590133116900.000000,0.992487,0.053466,0.109937,-0.004939,-1.917695,-1.404984,9.194441,0.003403,0.009613,-0.003105,,,,4636917234378211300.000000,0.991873,-0.072184,0.104321,0.009733,-9.331170,0.106120,-1.761613,0.003289,-0.002961,-0.001068,,,,4636920026106953700.000000,0.020174,0.766057,0.012481,-0.642335
1763460718693174,-7.869621,-2.014475,-5.183740,-0.003227,-0.001409,-0.000363,,,,4636922888676267000.000000,0.153172,-0.874355,0.074267,0.454451,-8.056492,2.062526,-4.809717,0.003204,0.002136,0.005375,,,,4636917771249123300.000000,0.182902,0.858462,0.107746,-0.466884,-2.105650,1.049837,9.521774,0.005864,0.000000,-0.001330,,,,4636916590133116900.000000,0.992486,0.053494,0.109937,-0.004954,-1.938708,-1.414924,9.225394,0.000298,0.005738,-0.005142,,,,4636917234378211300.000000,0.991870,-0.072192,0.104349,0.009708,-9.317995,0.105151,-1.770074,0.000740,0.000000,-0.000740,,,,4636920026106953700.000000,0.020164,0.766063,0.012478,-0.642328
1763460718700986,-7.865722,-2.010067,-5.168142,-0.001432,-0.001432,0.000000,,,,4636922925209878500.000000,0.153177,-0.874357,0.074271,0.454446,-8.105185,2.050977,-4.833866,0.008487,0.004249,0.005341,,,,4636917771249123300.000000,0.182885,0.858475,0.107731,-0.466870,-2.127329,1.040618,9.521774,0.004534,0.000000,-0.000262,,,,4636916590133116900.000000,0.992484,0.053518,0.109936,-0.004964,-1.996335,-1.416059,9.273082,-0.003875,0.000497,-0.007278,,,,4636917234378211300.000000,0.991867,-0.072216,0.104357,0.009678,-9.318966,0.110838,-1.766328,-0.000983,-0.000655,-0.000328,,,,4636920026106953700.000000,0.020160,0.766067,0.012479,-0.642323
