Format=7,10908,,,Left Skank,,,,,,,,,,,14140,,,Right Shank,,,,,,,,,,,15955,,,Left Thigh,,,,,,,,,,,15985,,,Right Thigh,,,,,,,,,,,16169,,,Waist,,,,,,,,,,
Time,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,
,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z
1763459840187505,-8.580289,-0.627924,-4.113895,-0.000468,-0.003204,0.012818,,,,4636922495713148900.000000,0.013554,-0.845706,-0.038736,0.532069,-8.667256,0.170904,-4.113818,0.001075,0.004273,0.014594,,,,4636917341752393700.000000,0.003086,-0.843197,0.012467,0.537452,-3.437632,0.009712,9.079813,0.022844,-0.002561,0.000850,,,,4636916160636387300.000000,0.981916,-0.010603,0.180268,0.056848,-3.096182,0.491507,9.077810,0.015798,0.010401,-0.005903,,,,4636916482758934500.000000,0.986909,0.016074,0.159577,0.016930,-9.265981,0.403407,-2.137421,0.019325,-0.012916,-0.005390,,,,4636919703984406500.000000,0.013704,0.780285,-0.002862,-0.625267
1763459840195317,-8.569597,-0.622578,-4.113895,-0.002401,-0.003204,0.013418,,,,4636922495713148900.000000,0.013529,-0.845707,-0.038692,0.532071,-8.667256,0.170904,-4.093524,0.005708,0.002844,0.014600,,,,4636917341752393700.000000,0.003070,-0.843200,0.012513,0.537445,-3.420570,0.043835,9.104226,0.029253,-0.004054,0.002136,,,,4636916160636387300.000000,0.981920,-0.010485,0.180258,0.056829,-3.092973,0.523626,9.066893,0.003937,0.006916,-0.008826,,,,4636916482758934500.000000,0.986904,0.016080,0.159612,0.016894,-9.277626,0.414491,-2.160710,0.021412,-0.015150,-0.006311,,,,4636919703984406500.000000,0.013613,0.780253,-0.002907,-0.625310
1763459840203129,-8.562738,-0.636296,-4.113895,-0.007273,-0.002604,0.013886,,,,4636922495713148900.000000,0.013487,-0.845710,-0.038657,0.532070,-8.675418,0.219877,-4.105805,0.010334,0.000708,0.013526,,,,4636917341752393700.000000,0.003073,-0.843200,0.012565,0.537445,-3.410720,0.078099,9.104366,0.031413,-0.004491,0.001712,,,,4636916160636387300.000000,0.981925,-0.010360,0.180247,0.056807,-3.103887,0.514005,9.057893,-0.002697,0.001969,-0.010962,,,,4636916550548164600.000000,0.986903,0.016061,0.159628,0.016855,-9.277067,0.402844,-2.158473,0.022333,-0.019471,-0.004175,,,,4636919703984406500.000000,0.013525,0.780210,-0.002961,-0.625365
1763459840210941,-8.577965,-0.640134,-4.113895,-0.006613,-0.002136,0.011485,,,,4636922495713148900.000000,0.013453,-0.845713,-0.038629,0.532068,-8.671301,0.244148,-4.113895,0.012464,-0.000714,0.011389,,,,4636917198156092400.000000,0.003087,-0.843196,0.012615,0.537449,-3.422926,0.075745,9.087162,0.027566,-0.002780,0.000643,,,,4636916160636387300.000000,0.981929,-0.010250,0.180241,0.056783,-3.097476,0.454268,9.073305,-0.006295,-0.001349,-0.013098,,,,4636916590133116900.000000,0.986904,0.016026,0.159631,0.016809,-9.265978,0.403404,-2.111321,0.020393,-0.024225,-0.002136,,,,4636919703984406500.000000,0.013447,0.780155,-0.003017,-0.625434
1763459840218753,-8.594012,-0.641643,-4.113895,-0.004273,-0.001536,0.009613,,,,4636922495713148900.000000,0.013430,-0.845717,-0.038601,0.532064,-8.667256,0.235986,-4.105733,0.008533,-0.001068,0.009967,,,,4636917127004028900.000000,0.003091,-0.843192,0.012652,0.537455,-3.439986,0.075596,9.099369,0.023512,-0.002561,0.000000,,,,4636916160636387300.000000,0.981932,-0.010156,0.180236,0.056760,-3.080767,0.411846,9.097721,-0.008151,-0.004159,-0.013886,,,,4636916590133116900.000000,0.986906,0.015983,0.159623,0.016761,-9.277067,0.414492,-2.101351,0.022578,-0.016992,-0.002087,,,,4636919703984406500.000000,0.013363,0.780118,-0.003078,-0.625482
1763459840226565,-8.600869,-0.667563,-4.134466,-0.004273,-0.001668,0.009613,,,,4636922495713148900.000000,0.013407,-0.845721,-0.038574,0.532060,-8.642771,0.223779,-4.093526,0.005695,-0.001782,0.010327,,,,4636917127004028900.000000,0.003084,-0.843186,0.012683,0.537463,-3.454695,0.092807,9.116427,0.016898,-0.001931,-0.000425,,,,4636916160636387300.000000,0.981935,-0.010088,0.180231,0.056740,-3.053151,0.402844,9.091313,-0.005174,-0.004667,-0.012538,,,,4636916590133116900.000000,0.986909,0.015953,0.159613,0.016717,-9.264861,0.403402,-2.137411,0.025489,-0.015101,-0.001068,,,,4636919703984406500.000000,0.013273,0.780086,-0.003149,-0.625523
1763459840234377,-8.613076,-0.669901,-4.150517,-0.001873,-0.000936,0.007813,,,,4636922375089003500.000000,0.013395,-0.845726,-0.038548,0.532054,-8.622473,0.227894,-4.073159,0.005341,-0.001422,0.012110,,,,4636917127004028900.000000,0.003073,-0.843181,0.012720,0.537470,-3.459547,0.080600,9.121435,0.009203,-0.000424,-0.001068,,,,4636916160636387300.000000,0.981936,-0.010050,0.180230,0.056722,-3.039644,0.379733,9.097716,0.000166,-0.004947,-0.011076,,,,4636916522371376100.000000,0.986912,0.015945,0.159603,0.016675,-9.251539,0.415052,-2.159037,0.022382,-0.018305,-0.001117,,,,4636919703984406500.000000,0.013192,0.780046,-0.003213,-0.625574
1763459840242189,-8.618426,-0.652343,-4.143660,0.001200,-0.000600,0.006409,,,,4636922280964784100.000000,0.013397,-0.845732,-0.038520,0.532048,-8.634745,0.215622,-4.048747,0.005341,-0.001782,0.014246,,,,4636917127004028900.000000,0.003058,-0.843175,0.012764,0.537478,-3.466902,0.068394,9.116424,0.004067,-0.001493,-0.001068,,,,4636916117972606000.000000,0.981938,-0.010032,0.180224,0.056709,-3.039644,0.397038,9.114426,0.004159,-0.003318,-0.009333,,,,4636916482758934500.000000,0.986913,0.015952,0.159599,0.016637,-9.216590,0.416161,-2.125198,0.021314,-0.021314,-0.002136,,,,4636919703984406500.000000,0.013112,0.779999,-0.003271,-0.625635
1763459840250001,-8.625283,-0.626424,-4.131454,0.004536,-0.001668,0.007009,,,,4636922280964784100.000000,0.013409,-0.845735,-0.038483,0.532045,-8.642841,0.240160,-4.056968,0.008196,0.000005,0.017810,,,,4636917127004028900.000000,0.003044,-0.843173,0.012826,0.537481,-3.466902,0.061037,9.131138,0.000014,-0.000863,-0.001068,,,,4636916138578846700.000000,0.981940,-0.010029,0.180220,0.056698,-3.031941,0.407349,9.126633,0.009385,-0.000788,-0.007871,,,,4636916482758934500.000000,0.986912,0.015981,0.159605,0.016601,-9.217146,0.438910,-2.147947,0.020295,-0.020051,-0.002282,,,,4636919703984406500.000000,0.013035,0.779955,-0.003326,-0.625691
1763459840257813,-8.623780,-0.610370,-4.126102,0.008208,-0.002136,0.006877,,,,4636922280964784100.000000,0.013433,-0.845736,-0.038439,0.532045,-8.634684,0.264513,-4.073223,0.009613,0.000354,0.019227,,,,4636917270508600300.000000,0.003032,-0.843171,0.012896,0.537482,-3.457205,0.065886,9.135987,-0.006174,0.001492,-0.000644,,,,4636916268010569700.000000,0.981939,-0.010050,0.180223,0.056693,-3.035137,0.402844,9.123436,0.011750,0.000000,-0.007477,,,,4636916482758934500.000000,0.986911,0.016019,0.159614,0.016566,-9.229906,0.427814,-2.137960,0.020246,-0.014954,-0.005438,,,,4636919703984406500.000000,0.012950,0.779923,-0.003371,-0.625732
1763459840265625,-8.625280,-0.603517,-4.132955,0.007215,-0.000937,0.006409,,,,4636922280964784100.000000,0.013455,-0.845741,-0.038398,0.532041,-8.622477,0.284877,-4.069116,0.010327,0.000000,0.020654,,,,4636917341752393700.000000,0.003020,-0.843169,0.012971,0.537484,-3.437640,0.073244,9.138497,-0.012378,0.002136,0.000424,,,,4636916268010569700.000000,0.981938,-0.010095,0.180228,0.056696,-3.039644,0.456749,9.103529,0.016466,0.002695,-0.006803,,,,4636916482758934500.000000,0.986907,0.016075,0.159633,0.016531,-9.255978,0.439467,-2.172918,0.019130,-0.015051,-0.007671,,,,4636919713715706900.000000,0.012863,0.779891,-0.003407,-0.625774
